ID	position	person	department	year	team
366	Strength & conditioning associate	Jess Langvardt	strength and conditioning	2019	Jacksonville_Jaguars
367	Owner	KSA Industries	front office	2019	Tennessee_Titans
368	Controlling owner	Amy Adams Strunk	front office	2019	Tennessee_Titans
369	President, chairman and CEO	Steve Underwood	front office	2019	Tennessee_Titans
370	Executive vice president/general manager	Jon Robinson	front office	2019	Tennessee_Titans
371	Vice president of football administration	Vin Marino	front office	2019	Tennessee_Titans
372	Vice president of player personnel	Ryan Cowden	front office	2019	Tennessee_Titans
373	Director of college scouting	Jon Salge	front office	2019	Tennessee_Titans
374	Director of pro scouting	Brian Gardner	front office	2019	Tennessee_Titans
375	assistant director of pro scouting	kevin turks	front office	2019	Tennessee_Titans
376	head coach	mike vrabel	head coaches	2019	Tennessee_Titans
377	Offensive coordinator	Arthur Smith	offensive coaches	2019	Tennessee_Titans
378	Quarterbacks	Pat O'Hara	offensive coaches	2019	Tennessee_Titans
379	Running backs	Tony Dews	offensive coaches	2019	Tennessee_Titans
380	Wide receivers	Rob Moore	offensive coaches	2019	Tennessee_Titans
381	Tight ends	Todd Downing	offensive coaches	2019	Tennessee_Titans
382	Offensive line	Keith Carter	offensive coaches	2019	Tennessee_Titans
383	Assistant offensive line	Mike Sullivan	offensive coaches	2019	Tennessee_Titans
384	Offensive assistant	Luke Steckel	offensive coaches	2019	Tennessee_Titans
385	Offensive quality control	Chandler Henley	offensive coaches	2019	Tennessee_Titans
386	Defensive coordinator	Dean Pees	defensive coaches	2019	Tennessee_Titans
387	Defensive line	Terrell Williams	defensive coaches	2019	Tennessee_Titans
388	Outside linebackers	Shane Bowen	defensive coaches	2019	Tennessee_Titans
389	Inside linebackers	Tyrone McKenzie	defensive coaches	2019	Tennessee_Titans
390	Secondary - Kerry Coombs	NA	defensive coaches	2019	Tennessee_Titans
391	Defensive assistant	Scott Booker	defensive coaches	2019	Tennessee_Titans
392	Defensive assistant	Ryan Crow	defensive coaches	2019	Tennessee_Titans
393	defensive quality control	matt pees	defensive coaches	2019	Tennessee_Titans
394	Special teams coordinator	Craig Aukerman	special teams coaches	2019	Tennessee_Titans
395	assistant special teams	matt edwards	special teams coaches	2019	Tennessee_Titans
396	Strength and conditioning	Frank Piraino	strength and conditioning	2019	Tennessee_Titans
397	Strength and conditioning assistant	Brian Bell	strength and conditioning	2019	Tennessee_Titans
398	Strength and conditioning assistant	Mondary Gee	strength and conditioning	2019	Tennessee_Titans
399	Owner	KSA Industries	front office	2019	Houston_Oilers
400	Controlling owner	Amy Adams Strunk	front office	2019	Houston_Oilers
401	President, chairman and CEO	Steve Underwood	front office	2019	Houston_Oilers
402	Executive vice president/general manager	Jon Robinson	front office	2019	Houston_Oilers
403	Vice president of football administration	Vin Marino	front office	2019	Houston_Oilers
404	Vice president of player personnel	Ryan Cowden	front office	2019	Houston_Oilers
405	Director of college scouting	Jon Salge	front office	2019	Houston_Oilers
406	Director of pro scouting	Brian Gardner	front office	2019	Houston_Oilers
407	assistant director of pro scouting	kevin turks	front office	2019	Houston_Oilers
408	head coach	mike vrabel	head coaches	2019	Houston_Oilers
409	Offensive coordinator	Arthur Smith	offensive coaches	2019	Houston_Oilers
410	Quarterbacks	Pat O'Hara	offensive coaches	2019	Houston_Oilers
411	Running backs	Tony Dews	offensive coaches	2019	Houston_Oilers
412	Wide receivers	Rob Moore	offensive coaches	2019	Houston_Oilers
413	Tight ends	Todd Downing	offensive coaches	2019	Houston_Oilers
414	Offensive line	Keith Carter	offensive coaches	2019	Houston_Oilers
415	Assistant offensive line	Mike Sullivan	offensive coaches	2019	Houston_Oilers
416	Offensive assistant	Luke Steckel	offensive coaches	2019	Houston_Oilers
417	Offensive quality control	Chandler Henley	offensive coaches	2019	Houston_Oilers
418	Defensive coordinator	Dean Pees	defensive coaches	2019	Houston_Oilers
419	Defensive line	Terrell Williams	defensive coaches	2019	Houston_Oilers
420	Outside linebackers	Shane Bowen	defensive coaches	2019	Houston_Oilers
421	Inside linebackers	Tyrone McKenzie	defensive coaches	2019	Houston_Oilers
422	Secondary - Kerry Coombs	NA	defensive coaches	2019	Houston_Oilers
423	Defensive assistant	Scott Booker	defensive coaches	2019	Houston_Oilers
424	Defensive assistant	Ryan Crow	defensive coaches	2019	Houston_Oilers
425	defensive quality control	matt pees	defensive coaches	2019	Houston_Oilers
426	Special teams coordinator	Craig Aukerman	special teams coaches	2019	Houston_Oilers
427	assistant special teams	matt edwards	special teams coaches	2019	Houston_Oilers
428	Strength and conditioning	Frank Piraino	strength and conditioning	2019	Houston_Oilers
429	Strength and conditioning assistant	Brian Bell	strength and conditioning	2019	Houston_Oilers
430	Strength and conditioning assistant	Mondary Gee	strength and conditioning	2019	Houston_Oilers
431	Owner	Estate of Pat Bowlen	front office	2019	Denver_Broncos
432	President and CEO	Joe Ellis	front office	2019	Denver_Broncos
433	President of Football Operations/General Manager	John Elway	front office	2019	Denver_Broncos
434	Director of Player Personnel	Matt Russell	front office	2019	Denver_Broncos
435	Director of Pro Personnel	A.J. Durso	front office	2019	Denver_Broncos
436	Director of Football Administration	Mike Sullivan	front office	2019	Denver_Broncos
437	Director of Team Administration	Mark Thewes	front office	2019	Denver_Broncos
438	Director of Player Development	Ray Jackson	front office	2019	Denver_Broncos
439	Director of Football Analytics	Mitch Tanney	front office	2019	Denver_Broncos
440	director of college scouting	brian stark	front office	2019	Denver_Broncos
441	head coach	vic fangio	head coaches	2019	Denver_Broncos
442	Offensive Coordinator	Rich Scangarello	offensive coaches	2019	Denver_Broncos
443	Quarterbacks	T.C. McCartney	offensive coaches	2019	Denver_Broncos
444	Running Backs	Curtis Modkins	offensive coaches	2019	Denver_Broncos
445	Wide Receivers	Zach Azzanni	offensive coaches	2019	Denver_Broncos
446	Tight Ends	Wade Harman	offensive coaches	2019	Denver_Broncos
447	Offensive Line	Mike Munchak	offensive coaches	2019	Denver_Broncos
448	Assistant Offensive Line	Chris Kuper	offensive coaches	2019	Denver_Broncos
449	Offensive Quality Control	Rob Calabrese	offensive coaches	2019	Denver_Broncos
450	Offensive Quality Control	Justin Rascati	offensive coaches	2019	Denver_Broncos
451	Defensive Coordinator	Ed Donatell	defensive coaches	2019	Denver_Broncos
452	Defensive Line	Bill Kollar	defensive coaches	2019	Denver_Broncos
453	Linebackers	Reggie Herring	defensive coaches	2019	Denver_Broncos
454	Outside Linebackers	Brandon Staley	defensive coaches	2019	Denver_Broncos
455	Defensive Backs	Renaldo Hill	defensive coaches	2019	Denver_Broncos
456	Defensive Assistant	Chris Beake	defensive coaches	2019	Denver_Broncos
457	Defensive Quality Control	Nathaniel Willingham	defensive coaches	2019	Denver_Broncos
458	assistant to the head coach/defensive quality control	mike hiestand	defensive coaches	2019	Denver_Broncos
459	Special Teams Coordinator	Tom McMahon	special teams coaches	2019	Denver_Broncos
460	assistant special teams	chris gould	special teams coaches	2019	Denver_Broncos
461	Strength and Conditioning	Loren Landow	strength and conditioning	2019	Denver_Broncos
462	Assistant Strength and Conditioning	Tyler Hill	strength and conditioning	2019	Denver_Broncos
463	Assistant Strength and Conditioning	Anthony Lomando	strength and conditioning	2019	Denver_Broncos
464	Assistant Strength and Conditioning	Cedric Smith	strength and conditioning	2019	Denver_Broncos
465	Chairman/CEO	Clark Hunt	front office	2019	Kansas_City_Chiefs
466	President	Mark Donovan	front office	2019	Kansas_City_Chiefs
467	General manager	Brett Veach	front office	2019	Kansas_City_Chiefs
468	Director of football administration	Brandt Tilis	front office	2019	Kansas_City_Chiefs
469	Salary cap & legal executive	Chris Shea	front office	2019	Kansas_City_Chiefs
470	Director of player personnel	Mike Borgonzi	front office	2019	Kansas_City_Chiefs
471	Director of college scouting	Ryan Poles	front office	2019	Kansas_City_Chiefs
472	Assistant director of college scouting	Ryne Nutt	front office	2019	Kansas_City_Chiefs
473	College Scouting Coordinator	Greg Castillo	front office	2019	Kansas_City_Chiefs
474	director of pro personnel	tim terry	front office	2019	Kansas_City_Chiefs
475	Head coach	Andy Reid	head coaches	2019	Kansas_City_Chiefs
476	assistant head coach/special teams coordinator	dave toub	head coaches	2019	Kansas_City_Chiefs
477	Offensive coordinator	Eric Bieniemy	offensive coaches	2019	Kansas_City_Chiefs
478	Quarterbacks	Mike Kafka	offensive coaches	2019	Kansas_City_Chiefs
479	Running backs	Deland McCullough	offensive coaches	2019	Kansas_City_Chiefs
480	Wide receivers	Greg Lewis	offensive coaches	2019	Kansas_City_Chiefs
481	Tight ends	Tom Melvin	offensive coaches	2019	Kansas_City_Chiefs
482	Offensive line	Andy Heck	offensive coaches	2019	Kansas_City_Chiefs
483	Assistant offensive line	Corey Matthaei	offensive coaches	2019	Kansas_City_Chiefs
484	Pass game analyst/assistant quarterbacks	Joe Bleymeier	offensive coaches	2019	Kansas_City_Chiefs
485	Offensive quality control	David Girardi	offensive coaches	2019	Kansas_City_Chiefs
486	Defensive coordinator	Steve Spagnuolo	defensive coaches	2019	Kansas_City_Chiefs
487	Run game coordinator/defensive line	Brendan Daly	defensive coaches	2019	Kansas_City_Chiefs
488	Outside linebackers	Britt Reid	defensive coaches	2019	Kansas_City_Chiefs
489	Linebackers	Matt House	defensive coaches	2019	Kansas_City_Chiefs
490	Defensive backs	Dave Merritt	defensive coaches	2019	Kansas_City_Chiefs
491	Defensive backs/cornerbacks	Sam Madison	defensive coaches	2019	Kansas_City_Chiefs
492	Defensive assistant	Alex Whittingham	defensive coaches	2019	Kansas_City_Chiefs
493	Defensive assistant	Connor Embree	defensive coaches	2019	Kansas_City_Chiefs
494	defensive quality control	terry bradden	defensive coaches	2019	Kansas_City_Chiefs
495	assistant special teams	rod wilson	special teams coaches	2019	Kansas_City_Chiefs
496	Strength and conditioning	Barry Rubin	strength and conditioning	2019	Kansas_City_Chiefs
497	Assistant strength and conditioning	Travis Crittenden	strength and conditioning	2019	Kansas_City_Chiefs
498	Assistant strength and conditioning	Devin Woodhouse	strength and conditioning	2019	Kansas_City_Chiefs
499	Sports science/conditioning	Ryan Reynolds	strength and conditioning	2019	Kansas_City_Chiefs
500	Chairman/Owner/president	Dean Spanos	front office	2019	Los_Angeles_Chargers
501	Vice chairman	Michael Spanos	front office	2019	Los_Angeles_Chargers
502	Executive vice president/COO/CFO	Jeanne M. Bonk	front office	2019	Los_Angeles_Chargers
503	CEO/president	business operations	front office	2019	Los_Angeles_Chargers
504	General manager	Tom Telesco	front office	2019	Los_Angeles_Chargers
505	President	football operations	front office	2019	Los_Angeles_Chargers
506	Executive vice president of football administration/player finance	Ed McGuire	front office	2019	Los_Angeles_Chargers
507	Senior executive	Randy Mueller	front office	2019	Los_Angeles_Chargers
508	Director of pro scouting	Dennis Abraham	front office	2019	Los_Angeles_Chargers
509	Senior director of pro personnel	Louis Clark	front office	2019	Los_Angeles_Chargers
510	Director of player personnel	JoJo Wooden	front office	2019	Los_Angeles_Chargers
511	director of college scouting	kevin kelly	front office	2019	Los_Angeles_Chargers
512	Head coach	Anthony Lynn	head coaches	2019	Los_Angeles_Chargers
513	assistant head coach/special teams coordinator	george stewart	head coaches	2019	Los_Angeles_Chargers
514	Interim offensive coordinator	Shane Steichen	offensive coaches	2019	Los_Angeles_Chargers
515	Running backs	Alfredo Roberts	offensive coaches	2019	Los_Angeles_Chargers
516	Wide receivers	Phil McGeoghan	offensive coaches	2019	Los_Angeles_Chargers
517	Tight ends	Rip Scherer	offensive coaches	2019	Los_Angeles_Chargers
518	Offensive line	Pat Meyer	offensive coaches	2019	Los_Angeles_Chargers
519	Assistant offensive line	Mark Ridgley	offensive coaches	2019	Los_Angeles_Chargers
520	Offensive quality control	Dan Shamash	offensive coaches	2019	Los_Angeles_Chargers
521	Defensive coordinator	Gus Bradley	defensive coaches	2019	Los_Angeles_Chargers
522	Defensive line	Giff Smith	defensive coaches	2019	Los_Angeles_Chargers
523	Linebackers	Richard Smith	defensive coaches	2019	Los_Angeles_Chargers
524	Defensive backs	Ron Milus	defensive coaches	2019	Los_Angeles_Chargers
525	Assistant defensive backs	Chris Harris	defensive coaches	2019	Los_Angeles_Chargers
526	defensive quality control	addison lynch	defensive coaches	2019	Los_Angeles_Chargers
527	assistant special teams	keith burns	special teams coaches	2019	Los_Angeles_Chargers
528	Head strength and conditioning	John Lott	strength and conditioning	2019	Los_Angeles_Chargers
529	Assistant strength	Jonathan Brooks	strength and conditioning	2019	Los_Angeles_Chargers
530	Owner	Mark Davis	front office	2019	Oakland_Raiders
531	President	Marc Badain	front office	2019	Oakland_Raiders
532	Executive vice president/general counsel	Dan Ventrelle	front office	2019	Oakland_Raiders
533	General manager	Mike Mayock	front office	2019	Oakland_Raiders
534	Senior vice president/director of football administration	Tom Delaney	front office	2019	Oakland_Raiders
535	Assistant director of player personnel	DuJuan Daniels	front office	2019	Oakland_Raiders
536	Assistant director of player personnel	Trey Scott	front office	2019	Oakland_Raiders
537	Director of pro personnel	Dwayne Joseph	front office	2019	Oakland_Raiders
538	Director of college scouting	Jim Abrams	front office	2019	Oakland_Raiders
539	Assistant director of college scouting	Teddy Atlas	front office	2019	Oakland_Raiders
540	senior advisor to the general manager	walter juliff	front office	2019	Oakland_Raiders
541	Head coach	Jon Gruden	head coaches	2019	Oakland_Raiders
542	assistant head coach/special teams coordinator	rich bisaccia	head coaches	2019	Oakland_Raiders
543	Offensive coordinator	Greg Olson	offensive coaches	2019	Oakland_Raiders
544	Senior offensive assistant	John Morton	offensive coaches	2019	Oakland_Raiders
545	Running backs	Kirby Wilson	offensive coaches	2019	Oakland_Raiders
546	Wide receivers	Edgar Bennett	offensive coaches	2019	Oakland_Raiders
547	Tight ends	Frank Smith	offensive coaches	2019	Oakland_Raiders
548	Offensive line	Tom Cable	offensive coaches	2019	Oakland_Raiders
549	Assistant offensive line	Lemuel Jeanpierre	offensive coaches	2019	Oakland_Raiders
